asn,google_total_hits,facebook_total_hits,wikipedia_total_hits,imgur_total_hits,youtube_total_hits,total_hits
26133,4155,27,260,8,448,4898
2614,5910,78,1360,25,256,7629
26166,0,0,4,0,0,4
26174,0,0,0,0,0,0
26196,0,0,0,0,0,0
26198,795,1,2,0,10,808
26202,435,0,15,0,57,507
262150,411,291,0,23,29,754
262183,483,13,111,9,13,629
262187,528,200,265,19,77,1089
262189,190,151,10,10,76,437
262192,179,116,18,13,54,380
262194,154,112,144,10,8,428
262195,147,32,85,4,1,269
262196,783,131,166,0,46,1126
262208,314,147,99,13,51,624
262213,518,28,287,0,47,880
262216,339,137,146,22,39,683
262222,0,11,0,1,0,12
262229,480,110,278,6,52,926
26223,0,0,0,0,0,0
262230,178,83,68,21,27,377
262231,435,126,366,25,80,1032
262234,0,0,2,0,0,2
262259,361,261,147,55,133,957
262272,3620,61,403,68,667,4819
262282,284,9,0,4,114,411
262285,387,2,0,8,114,511
262286,837,28,0,15,104,984
262287,790,82,0,57,167,1096
262288,2068,329,0,76,695,3168
262290,681,10,141,18,182,1032
262292,984,1,0,0,16,1001
262294,478,9,141,9,199,836
262296,807,136,0,6,180,1129
262298,751,2,0,3,334,1090
262299,1001,17,0,12,292,1322
262301,906,10,0,6,31,953
262302,901,5,0,5,38,949
262306,444,7,0,4,124,579
262307,667,1,2,0,29,699
262308,1370,75,0,9,267,1721
262309,572,11,0,1,19,603
26231,264,4,15,18,79,380
262310,296,31,0,2,51,380
262311,756,11,139,9,120,1035
262313,991,8,0,7,347,1353
262314,1039,6,0,22,203,1270
262315,328,0,0,1,3,332
262316,2138,16,0,22,180,2356
262317,1354,12,0,12,330,1708
262318,3185,62,0,67,481,3795
262320,390,3,0,18,216,627
262322,988,33,2,77,529,1629
262324,918,8,205,2,51,1184
262325,309,6,0,4,104,423
262326,405,18,132,7,51,613
262330,255,14,100,4,46,419
262332,1085,19,428,4,212,1748
262333,797,24,0,25,337,1183
262334,668,8,139,9,144,968
262336,1751,4,242,2,215,2214
262342,1516,14,141,3,384,2058
262343,1271,2,141,9,311,1734
262344,440,7,262,10,39,758
262346,2266,2,392,8,85,2753
262351,262,46,282,12,82,684
262352,1586,39,488,27,499,2639
262353,282,0,0,0,4,286
262354,1323,20,149,16,265,1773
262355,993,18,0,12,60,1083
262360,2300,113,0,28,568,3009
262361,450,3,0,8,135,596
262362,819,7,37,11,148,1022
262363,581,1,0,3,34,619
262364,291,5,0,0,42,338
262365,889,13,0,7,183,1092
262367,379,94,144,19,204,840
262368,73,0,0,0,0,73
262369,781,37,233,29,81,1161
262372,203,30,0,10,70,313
262373,677,18,0,24,171,890
262374,1335,158,237,61,265,2056
262375,3749,33,100,35,284,4201
262376,517,40,0,9,100,666
262379,1010,8,0,11,74,1103
262380,878,3,141,0,35,1057
262381,401,9,0,14,58,482
262385,1285,17,0,10,114,1426
262387,2516,286,706,57,558,4123
262388,574,0,0,0,61,635
262391,2277,39,405,16,535,3272
262395,414,3,0,5,30,452
262398,564,0,0,3,102,669
262399,677,0,0,0,14,691
262401,1719,9,0,28,120,1876
262402,1341,3,0,5,174,1523
262403,540,93,0,22,157,812
262404,232,5,0,18,66,321
262405,431,2,0,9,65,507
262406,564,21,0,14,30,629
262407,1959,14,144,71,874,3062
262408,241,1,144,6,5,397
262411,534,3,0,4,99,640
262414,365,7,0,20,78,470
262416,862,4,0,2,69,937
262417,1331,50,0,40,298,1719
262418,1229,28,0,18,397,1672
262420,3306,36,0,45,715,4102
262422,803,0,0,2,22,827
262423,236,0,0,1,0,237
262424,1887,105,0,68,640,2700
262426,461,6,0,12,188,667
262428,2117,8,0,5,199,2329
262430,220,21,0,9,53,303
262433,819,14,0,14,216,1063
262434,2085,5,0,10,49,2149
262436,860,2,0,3,23,888
262437,1217,5,143,5,96,1466
262438,504,8,0,14,24,550
262439,671,3,0,12,105,791
26244,1,0,0,0,0,1
262444,1289,5,0,8,65,1367
262445,686,3,0,3,75,767
262447,410,61,0,5,102,578
262448,134,2,0,0,20,156
262450,287,115,0,4,25,431
262452,530,3,0,5,141,679
262453,187,1,0,0,66,254
262454,259,2,0,8,11,280
262457,769,2,0,6,34,811
262458,878,5,0,9,39,931
262459,977,61,144,51,385,1618
262461,1347,24,0,17,230,1618
262463,1527,9,0,12,236,1784
262464,1203,2,384,4,72,1665
262469,2450,36,0,49,902,3437
262470,3300,24,0,59,945,4328
262473,1021,3,0,2,460,1486
262474,434,24,0,24,92,574
262476,1967,26,144,2,639,2778
262478,857,7,0,4,158,1026
262480,500,4,0,22,242,768
262481,3385,24,533,39,585,4566
262482,1424,21,0,28,394,1867
262485,897,153,0,52,252,1354
262487,187,0,0,4,16,207
262488,2152,69,0,28,606,2855
262489,1347,8,257,12,95,1719
262492,26,2,0,0,1,29
262493,2500,38,121,30,645,3334
262494,5,1,0,0,4,10
262496,1995,6,0,3,158,2162
262497,781,18,0,10,19,828
262498,1079,121,0,18,135,1353
262502,1769,9,427,18,260,2483
262504,2435,66,0,14,44,2559
262505,899,10,0,2,307,1218
262506,498,10,0,11,202,721
262507,1009,38,0,33,279,1359
262509,1602,36,206,31,420,2295
262512,95,1,0,1,1,98
262514,1175,65,0,7,97,1344
262517,1151,6,0,1,195,1353
262519,720,95,168,19,152,1154
262522,782,17,0,5,119,923
262523,1404,6,0,3,151,1564
262526,1322,32,69,4,125,1552
262527,664,15,0,4,199,882
262529,81,1,0,1,0,83
262530,1398,7,0,2,210,1617
262531,784,1,0,16,83,884
262532,0,120,0,0,0,120
262535,1333,6,0,5,180,1524
262539,1013,3,0,3,41,1060
262540,378,4,0,3,51,436
262541,744,4,0,16,179,943
262542,1281,10,0,10,336,1637
262543,790,25,0,62,396,1273
262544,1537,13,141,17,407,2115
262546,1276,4,141,16,310,1747
262551,375,6,0,9,58,448
262557,725,71,0,22,169,987
262558,471,13,0,6,102,592
262561,356,35,0,8,51,450
262562,403,0,0,1,33,437
262565,1091,11,0,6,185,1293
262566,862,3,0,4,382,1251
262567,624,101,0,69,430,1224
262568,1117,14,0,10,74,1215
262571,150,72,0,2,120,344
262573,974,1,10,2,61,1048
262574,282,0,0,2,32,316
262575,1580,59,246,32,564,2481
