asn,google_total_hits,facebook_total_hits,wikipedia_total_hits,imgur_total_hits,youtube_total_hits,total_hits
266753,169,85,0,12,38,304
266754,200,81,0,3,25,309
266758,148,40,102,7,12,309
266760,32,2,144,0,3,181
266761,166,82,0,3,24,275
266763,3,24,0,1,2,30
266764,159,79,0,13,5,256
266765,163,32,0,12,34,241
266769,281,143,0,15,55,494
266771,154,71,0,13,34,272
266772,256,117,0,18,43,434
266776,18,0,0,0,0,18
266777,100,48,0,11,6,165
266779,171,74,144,13,76,478
266781,77,17,122,0,2,218
266782,242,1,0,0,7,250
266784,226,1,0,1,27,255
266785,153,63,144,7,11,378
266786,129,50,0,4,15,198
266788,107,65,0,7,8,187
266791,164,107,144,16,34,465
266794,137,49,82,2,8,278
266801,20,12,0,3,1,36
266805,556,11,0,20,175,762
266806,277,136,144,35,57,649
266807,98,39,144,8,5,294
266814,363,2,0,3,23,391
266815,0,0,0,0,0,0
266818,84,2,2,4,5,97
266825,141,63,0,6,20,230
266829,204,103,0,13,39,359
266830,144,109,0,10,61,324
266831,495,14,0,13,36,558
266836,167,97,0,15,33,312
266837,74,17,0,3,2,96
266838,178,38,0,18,22,256
266843,314,165,0,11,71,561
266844,90,2,101,1,9,203
266845,146,44,0,8,12,210
266847,158,67,0,10,68,303
266850,148,69,102,11,21,351
266852,48,40,0,7,22,117
266854,163,102,107,14,49,435
266857,217,82,0,10,51,360
266858,235,3,232,0,10,480
266861,131,56,0,8,17,212
266866,226,44,0,8,27,305
266870,149,88,144,33,92,506
266872,306,0,0,1,5,312
266873,123,61,11,0,13,208
266874,138,44,128,3,6,319
266878,117,61,0,9,23,210
266883,117,47,0,3,10,177
266884,118,5,0,2,4,129
266885,173,113,0,13,50,349
266887,175,56,0,8,69,308
266890,92,34,0,5,10,141
266891,166,72,0,4,41,283
266898,173,103,0,4,32,312
266905,44,9,0,3,1,57
266910,218,44,0,4,32,298
266914,481,20,0,21,82,604
266915,199,47,0,18,83,347
266916,244,1,0,1,13,259
266917,517,0,0,1,154,672
266919,294,4,0,4,32,334
266922,319,3,0,2,34,358
266923,482,29,0,21,202,734
266924,512,6,0,4,96,618
266931,461,2,125,5,297,890
266932,199,1,0,11,35,246
266933,447,6,0,8,98,559
266936,482,1,0,4,25,512
266937,205,34,144,11,31,425
266938,320,14,0,8,49,391
266939,357,1,0,4,70,432
266940,399,2,0,0,36,437
266942,649,37,0,17,176,879
266944,168,0,0,6,9,183
266945,561,3,0,0,28,592
266947,730,10,0,7,177,924
266948,444,26,0,23,217,710
266949,224,9,0,8,74,315
266950,598,10,0,23,194,825
266951,560,16,0,15,244,835
266952,85,35,0,0,0,120
266953,398,28,0,19,221,666
266954,388,2,287,10,9,696
266955,529,12,0,12,69,622
266956,369,1,0,1,27,398
266957,394,2,0,16,33,445
266958,313,24,278,7,101,723
266959,94,2,0,2,108,206
266961,654,3,303,7,140,1107
266962,390,16,0,10,147,563
266966,132,2,0,0,2,136
266967,139,0,0,4,59,202
266968,441,4,0,14,95,554
266969,316,5,0,1,3,325
266972,263,5,0,3,9,280
266974,479,2,0,0,29,510
266976,69,0,0,0,1,70
266977,372,10,0,5,65,452
266978,253,48,0,24,77,402
266984,135,5,68,8,70,286
266985,93,23,85,0,51,252
266986,410,1,141,2,28,582
266987,104,0,141,0,4,249
266988,118,0,0,0,0,118
266989,1410,39,144,38,575,2206
266990,215,2,143,0,13,373
266992,253,0,141,3,4,401
266993,191,25,287,10,58,571
266995,337,9,0,10,142,498
266996,648,1,0,2,86,737
266998,200,2,0,0,11,213
266999,578,31,0,14,78,701
267004,556,10,0,29,169,764
267005,348,0,0,0,39,387
267006,522,14,285,9,86,916
267007,107,41,0,14,13,175
267008,340,2,0,0,15,357
267011,623,17,0,17,198,855
267012,175,47,141,16,43,422
267014,300,0,0,0,4,304
267015,224,2,215,1,75,517
267016,459,1,0,7,42,509
267018,609,7,0,12,165,793
267020,484,7,144,7,73,715
267022,474,5,0,10,58,547
267024,325,9,0,17,135,486
267025,374,1,143,3,42,563
267026,42,7,0,0,3,52
267027,114,49,0,7,24,194
267028,474,2,0,1,30,507
267029,552,34,143,42,307,1078
267030,297,0,0,0,19,316
267032,542,69,0,42,313,966
267033,298,1,0,3,6,308
267034,540,1,0,2,12,555
267037,252,29,0,6,45,332
267038,577,50,0,25,348,1000
267040,146,19,0,6,13,184
267043,285,2,0,8,25,320
267045,490,2,0,10,47,549
267046,315,5,0,0,28,348
267047,344,2,0,6,39,391
267050,385,2,143,4,61,595
267052,378,0,0,1,32,411
267054,593,3,143,10,130,879
267055,495,6,0,6,95,602
267057,296,8,287,0,22,613
267058,265,50,150,24,86,575
267059,273,20,0,19,117,429
267061,496,0,135,0,3,634
267062,197,45,144,7,64,457
267063,372,0,0,4,31,407
267065,542,4,0,3,48,597
267069,313,1,0,0,6,320
267070,568,9,0,21,81,679
267072,87,1,0,2,7,97
267073,460,27,0,15,191,693
267074,363,34,0,17,181,595
267076,495,0,0,9,22,526
267077,529,1,0,0,37,567
267078,414,1,0,0,4,419
267081,438,10,145,24,131,748
267083,418,0,0,2,7,427
267085,246,6,144,1,17,414
267087,157,0,0,1,18,176
267088,421,3,0,3,8,435
267089,607,14,0,7,225,853
267091,342,1,0,0,17,360
267092,516,11,0,5,112,644
267097,224,7,0,9,11,251
267100,236,24,0,0,3,263
267101,486,24,287,12,113,922
267103,278,1,0,3,7,289
267104,468,3,0,2,51,524
267106,377,19,0,32,161,589
267107,277,1,0,3,23,304
267110,549,2,0,10,64,625
267113,451,18,0,25,161,655
267114,349,2,0,0,28,379
267117,498,24,143,10,202,877
267118,156,1,143,4,4,308
267119,480,3,0,10,39,532
267120,580,7,0,8,247,842
267121,148,2,0,1,2,153
267122,605,9,0,10,157,781
267123,310,2,0,5,36,353
267124,869,27,0,29,259,1184
267126,113,3,0,2,99,217
267128,23,2,0,0,1,26
267131,34,0,0,4,3,41
267132,523,28,0,20,200,771
267133,657,18,0,15,149,839
267134,194,13,0,12,57,276
267136,132,5,0,6,18,161
267137,337,1,0,0,3,341
267138,431,2,0,0,17,450
267139,434,2,0,7,188,631
267140,353,1,0,1,8,363
267144,440,80,0,14,144,678
267145,255,2,0,0,96,353
267146,467,21,144,15,184,831
267148,475,5,144,4,57,685
267149,331,24,143,2,12,512
267150,338,22,0,7,39,406
267151,371,0,0,1,20,392
267155,89,1,0,0,4,94
267156,118,11,0,15,77,221
267158,933,5,273,0,42,1253
267159,273,45,0,6,100,424
267164,504,9,144,14,137,808
267165,90,0,228,0,1,319
267166,329,0,147,0,3,479
267167,250,0,0,2,24,276
267168,397,0,286,1,25,709
267170,455,0,0,5,19,479
267171,638,16,10,28,195,887
267177,316,1,144,4,21,486
267178,513,1,418,4,51,987
267183,237,1,0,0,11,249
267185,387,2,0,1,35,425
267187,441,9,0,7,63,520
267188,439,11,144,27,157,778
267189,171,5,0,16,26,218
267190,772,4,287,3,229,1295
267192,201,3,98,4,26,332
267194,583,5,143,7,118,856
267195,452,39,143,20,273,927
267197,368,15,0,15,154,552
267199,545,1,141,4,34,725
267200,582,7,272,8,101,970
267201,529,86,123,57,291,1086
267202,427,3,0,4,27,461
267203,378,7,0,1,17,403
267205,174,14,0,16,113,317
267206,382,0,141,0,67,590
267208,739,5,0,18,130,892
267209,493,44,144,18,176,875
26721,1122,74,234,33,348,1811
267210,336,2,143,1,67,549
267211,257,43,284,12,60,656
267212,107,1,141,0,4,253
267214,242,89,286,18,75,710
267216,325,2,290,1,13,631
267217,216,0,123,0,3,342
267218,498,3,287,4,63,855
267219,319,9,181,1,8,518
267220,225,12,0,3,21,261
267221,443,2,0,6,112,563
267222,249,14,0,5,17,285
267223,425,15,284,17,103,844
267226,365,4,0,6,122,497
267227,294,3,141,13,108,559
267229,244,0,118,1,48,411
267232,422,0,141,7,27,597
267234,560,6,198,3,98,865
267235,336,1,145,0,1,483
267236,391,1,119,0,58,569
267237,170,34,24,4,43,275
267238,251,69,0,15,86,421
26724,8,0,0,0,0,8
267243,448,1,31,14,82,576
267245,107,3,135,0,8,253
267248,386,2,0,10,32,430
267249,451,1,0,7,18,477
26725,0,0,0,0,0,0
267250,349,14,0,1,66,430
267251,509,32,143,23,100,807
267252,526,5,0,2,30,563
267255,33,0,0,0,1,34
267256,156,2,0,4,13,175
267257,334,1,0,0,10,345
267261,401,18,4,19,180,622
267263,215,82,197,33,107,634
267264,475,5,0,9,63,552
267266,16,0,0,0,0,16
267267,409,27,0,6,85,527
267268,341,9,0,0,61,411
267269,229,5,144,4,99,481
26727,0,0,0,0,0,0
267270,210,7,0,7,35,259
267271,174,6,0,3,44,227
267276,426,32,143,30,182,813
267277,118,2,144,0,9,273
267279,513,17,143,15,157,845
267280,463,32,287,24,223,1029
267281,120,1,144,4,4,273
267283,184,3,0,2,1,190
267286,380,8,0,15,86,489
267288,122,4,0,3,30,159
267289,446,46,144,30,299,965
267291,489,17,0,23,237,766
267292,230,0,0,10,52,292
267293,258,51,0,26,79,414
267294,237,5,0,7,157,406
267295,211,1,143,0,146,501
267296,154,30,0,10,32,226
267297,443,23,428,16,173,1083
267298,102,8,0,0,34,144
267299,55,3,144,4,60,266
267301,328,0,0,1,11,340
267303,473,4,0,11,123,611
267307,566,7,143,19,212,947
267308,307,14,287,5,180,793
267311,486,12,284,6,95,883
267316,290,1,0,0,28,319
267318,448,26,0,27,192,693
267319,382,1,0,1,17,401
267320,424,19,0,5,26,474
267324,624,0,0,0,1,625
267325,345,15,143,11,100,614
267327,442,12,284,26,204,968
267328,219,0,0,3,3,225
267329,566,45,286,22,177,1096
267331,475,8,0,5,84,572
267334,181,18,0,4,53,256
267335,633,10,0,4,91,738
26734,0,0,0,0,0,0
267342,487,1,0,0,58,546
267344,397,3,0,10,28,438
267347,609,13,285,17,177,1101
267348,211,38,0,11,68,328
267350,611,2,0,21,183,817
267351,114,1,0,0,14,129
267353,296,0,0,0,126,422
267354,604,19,430,15,280,1348
267356,167,46,143,19,66,441
267357,810,6,0,8,98,922
267358,494,7,141,0,31,673
267360,494,3,0,5,141,643
267362,577,22,0,12,174,785
267363,260,20,0,5,113,398
267364,247,0,0,0,2,249
267365,271,2,0,12,63,348
267366,374,11,0,7,89,481
267369,414,6,0,2,24,446
267371,478,0,0,0,130,608
267373,217,58,143,51,99,568
267374,516,10,0,4,85,615
267376,456,18,0,2,66,542
267378,393,24,0,8,203,628
267379,402,0,0,7,116,525
267380,220,3,0,1,94,318
267382,242,11,0,21,105,379
267383,525,14,141,9,205,894
267384,579,10,144,0,314,1047
267385,81,56,0,9,0,146
267386,369,21,0,12,61,463
267388,470,1,0,0,66,537
267389,343,3,0,8,62,416
267391,390,2,0,3,48,443
267394,471,25,0,15,115,626
267395,414,15,0,12,102,543
267397,483,3,0,1,48,535
267398,596,63,0,45,377,1081
267399,422,1,0,1,31,455
267400,436,11,144,11,126,728
267401,550,7,0,14,170,741
267402,354,2,0,4,26,386
267403,401,2,0,4,104,511
267404,120,0,0,0,4,124
267406,6,0,0,0,0,6
267411,319,9,0,13,71,412
267412,274,5,0,14,185,478
267415,541,1,0,7,144,693
267416,118,28,0,11,24,181
267417,315,0,144,0,4,463
267418,214,6,143,1,51,415
267419,249,10,141,7,83,490
267421,588,9,411,10,157,1175
267422,375,0,0,0,10,385
267423,630,19,143,7,221,1020
267425,112,11,0,20,14,157
267428,278,42,0,19,186,525
267430,590,2,288,1,170,1051
267433,84,0,2,0,16,102
267436,289,6,0,0,19,314
267437,93,0,143,5,6,247
267439,115,0,0,2,3,120
26744,5,0,33,0,0,38
267442,1304,3,419,10,55,1791
267443,483,7,249,5,9,753
267446,248,6,141,7,11,413
267447,267,0,88,0,5,360
267448,288,2,58,0,7,355
267449,458,6,143,1,142,750
267450,628,25,144,27,418,1242
267452,1275,23,0,24,461,1783
267454,278,20,144,4,168,614
267457,343,0,0,0,20,363
267458,542,29,288,39,222,1120
267462,508,2,144,21,99,774
267463,706,247,281,49,388,1671
267466,222,50,266,34,101,673
267467,548,9,147,27,187,918
267469,271,0,144,0,39,454
267470,142,42,0,7,89,280
267471,477,8,144,4,84,717
267472,235,0,0,1,7,243
267473,214,1,0,7,60,282
267474,598,26,143,19,280,1066
267476,395,9,144,4,62,614
267477,540,2,0,0,30,572
267478,162,4,284,0,2,452
267479,139,9,0,1,40,189
267484,4019,34,286,30,632,5001
267488,392,5,141,3,41,582
267490,216,0,0,0,1,217
267491,221,6,144,4,28,403
267492,374,24,130,22,67,617
267493,238,1,0,0,2,241
267494,263,3,144,3,22,435
267495,469,3,286,5,100,863
267496,395,0,129,0,38,562
267497,582,3,117,1,43,746
267502,400,1,0,1,170,572
267503,317,79,417,35,118,966
267505,262,0,143,5,34,444
267508,569,0,284,0,18,871
267513,1483,110,285,50,597,2525
267516,399,8,144,10,88,649
267517,558,14,0,7,203,782
267518,288,10,0,22,144,464
267519,343,5,0,10,36,394
267520,181,11,0,4,5,201
267521,285,24,137,7,53,506
267522,434,1,182,4,56,677
267526,308,6,0,8,79,401
267528,354,2,0,0,6,362
267530,445,3,0,10,62,520
267531,404,15,0,7,62,488
267532,294,0,0,0,6,300
267536,412,1,0,8,119,540
267537,190,17,0,5,52,264
267539,121,3,0,3,19,146
267540,365,1,143,0,42,551
267543,305,0,0,0,21,326
267544,333,13,0,14,37,397
267546,354,1,0,1,19,375
267549,587,6,285,8,158,1044
267550,677,10,0,4,164,855
267552,454,14,0,15,94,577
267554,508,46,0,16,212,782
267555,401,2,0,7,58,468
267556,297,2,0,4,141,444
267557,577,3,0,1,166,747
267558,412,1,0,11,21,445
267560,221,22,141,11,89,484
267562,473,13,0,24,159,669
267563,563,1,0,2,9,575
267564,444,44,0,21,145,654
267565,92,6,0,1,4,103
267568,424,4,0,2,51,481
267570,404,0,0,1,95,500
267571,533,6,0,15,136,690
267572,518,4,0,7,83,612
267573,251,73,143,27,123,617
267574,337,0,0,8,46,391
267578,252,26,0,5,37,320
267581,541,4,0,8,72,625
267583,431,0,0,1,7,439
267584,135,4,0,0,4,143
267585,559,3,0,14,78,654
267589,408,9,0,11,90,518
267590,627,29,0,21,370,1047
267591,200,1,0,1,15,217
267593,432,8,0,22,112,574
267595,633,63,0,33,360,1089
26760,0,0,0,0,0,0
267600,296,1,0,0,27,324
267601,438,4,0,9,66,517
267603,575,22,0,24,260,881
267604,334,21,0,14,104,473
267606,434,17,0,4,73,528
267607,371,4,0,5,90,470
267608,788,22,144,28,336,1318
267612,416,1,0,1,10,428
267614,227,59,0,33,175,494
267616,201,0,0,1,12,214
267618,500,7,0,26,136,669
267620,509,28,0,13,188,738
267621,225,2,0,8,43,278
267624,1238,66,0,45,583,1932
267625,427,5,0,1,157,590
267626,240,0,0,0,105,345
267627,266,6,0,6,46,324
267629,142,47,0,23,94,306
267635,300,0,0,3,19,322
267637,465,6,0,21,71,563
267638,393,35,0,14,117,559
267639,243,9,0,3,127,382
267640,368,1,0,0,39,408
267642,62,1,0,0,19,82
267645,395,82,0,16,143,636
267646,231,35,0,5,46,317
267647,259,2,0,0,3,264
267648,242,2,0,0,3,247
267649,406,0,0,15,47,468
267651,406,2,0,5,76,489
267652,333,4,0,8,16,361
267653,244,0,0,6,1,251
267654,407,7,144,2,67,627
267659,178,5,0,9,9,201
267661,214,0,0,2,9,225
267662,375,1,0,0,2,378
267663,507,4,0,8,67,586
267665,401,21,0,7,63,492
267668,378,0,144,8,8,538
267671,427,5,0,8,33,473
267672,429,20,0,7,65,521
267673,319,8,0,10,31,368
267675,161,3,0,1,14,179
267676,563,3,0,8,84,658
267677,55,33,0,10,5,103
267679,136,34,0,11,49,230
267680,154,41,144,5,19,363
267686,148,85,0,4,39,276
267687,121,82,144,22,14,383
267688,131,54,0,10,11,206
267690,149,36,74,4,5,268
267694,116,32,0,0,6,154
267695,179,2,6,0,14,201
267697,255,61,0,6,51,373
267702,271,6,0,0,85,362
267704,373,0,0,0,4,377
267706,65,51,0,12,22,150
267707,135,55,144,5,12,351
267711,172,109,0,10,60,351
267714,61,17,0,0,2,80
267717,169,64,144,17,24,418
267719,0,57,144,11,0,212
267720,13,27,0,1,2,43
267721,172,92,143,20,34,461
267724,173,69,0,10,84,336
267728,258,69,0,8,33,368
267729,255,104,100,15,29,503
267730,148,51,144,10,18,371
267731,70,19,0,0,5,94
267732,54,11,9,0,1,75
267733,162,52,91,0,44,349
267734,121,39,0,3,1,164
267735,164,66,86,13,16,345
267738,165,92,144,10,23,434
267741,0,3,0,2,1,6
267746,30,1,144,0,0,175
267750,222,81,150,6,46,505
267758,173,66,144,11,60,454
267759,1,0,0,0,0,1
267762,134,22,0,1,9,166
267763,84,50,0,0,3,137
267764,144,50,144,4,8,350
267767,131,0,0,14,2,147
267776,186,71,144,6,74,481
267779,6,31,0,7,31,75
267782,163,109,144,11,25,452
267785,164,83,144,6,45,442
267791,124,63,0,0,14,201
267792,170,92,144,15,33,454
267795,192,3,0,1,3,199
267798,466,268,78,32,106,950
267802,103,12,0,6,6,127
267808,118,93,0,15,12,238
267812,36,36,0,0,20,92
267818,259,94,0,14,87,454
267821,159,47,65,8,8,287
267822,60,18,0,0,1,79
267824,188,27,0,0,6,221
267825,82,31,0,3,3,119
267827,194,49,144,2,15,404
267829,120,12,141,5,7,285
267830,145,27,0,7,15,194
267833,173,94,144,20,29,460
267837,339,17,0,0,64,420
267847,130,6,0,0,4,140
26785,0,0,0,0,0,0
267852,2,0,144,0,0,146
267863,164,47,0,0,50,261
267864,168,131,0,14,59,372
267865,102,34,99,7,7,249
267874,129,24,144,6,9,312
267875,195,51,144,7,20,417
267878,258,154,0,34,67,513
267882,320,168,132,13,35,668
267883,399,0,117,6,10,532
267885,182,5,0,1,3,191
267889,13,11,51,0,0,75
267891,165,79,144,5,28,421
267897,324,154,144,33,70,725
267899,165,113,143,19,46,486
267900,245,63,0,19,33,360
267903,4,0,35,0,0,39
267905,425,1,0,0,0,426
267908,107,13,144,5,7,276
267910,159,68,0,7,21,255
267912,164,104,144,27,36,475
267914,107,0,0,0,1,108
267915,65,48,0,9,3,125
267918,162,87,137,14,44,444
26792,539,35,0,1,119,694
267920,228,9,0,1,43,281
267921,108,15,0,7,7,137
26793,0,0,0,0,0,0
267933,452,0,0,5,57,514
267935,451,9,143,16,130,749
267936,638,2,143,1,131,915
267938,53,1,0,1,6,61
26794,0,0,0,0,0,0
267940,355,0,0,0,8,363
267942,158,48,0,20,96,322
267944,206,34,0,4,49,293
267949,210,0,0,0,0,210
267954,439,4,0,0,40,483
267955,456,74,285,31,274,1120
267957,405,3,0,9,48,465
267958,196,34,143,10,74,457
267961,106,4,0,6,14,130
267962,480,4,0,1,27,512
267964,487,35,143,21,290,976
267965,165,0,0,0,49,214
267969,389,1,92,20,117,619
267971,622,28,155,14,255,1074
267972,123,15,0,11,78,227
267974,479,6,143,13,138,779
267980,310,1,0,7,12,330
267981,132,5,286,9,28,460
267982,386,22,282,1,194,885
267984,340,1,0,1,61,403
267985,131,3,143,7,26,310
267986,472,5,0,3,62,542
267987,457,4,0,14,128,603
267988,431,8,286,4,248,977
267989,488,0,157,1,140,786
267990,457,4,0,10,145,616
267991,246,6,430,8,19,709
267992,200,51,132,1,115,499
267993,357,4,31,26,100,518
267996,422,0,286,13,127,848
267998,422,8,143,3,63,639
268003,85,2,280,7,0,374
268004,354,2,10,5,23,394
268006,601,9,285,12,179,1086
268007,589,6,144,6,202,947
268008,134,0,198,5,4,341
268009,116,13,2,1,20,152
26801,18,0,421,7,0,446
268012,100,10,0,13,23,146
268013,582,20,405,22,160,1189
268019,228,1,2,1,21,253
268020,331,0,0,0,67,398
268023,240,1,0,4,17,262
268025,371,4,24,8,46,453
268028,84,12,0,0,0,96
268029,0,0,0,0,0,0
268032,193,33,0,10,166,402
268033,603,4,143,10,116,876
268038,379,34,0,11,80,504
268039,56,19,0,3,23,101
268040,233,25,0,14,83,355
268041,485,12,282,23,130,932
268042,256,1,81,2,119,459
268046,318,1,2,5,7,333
268047,106,0,0,0,4,110
268048,200,32,0,14,104,350
268050,433,3,0,0,48,484
268051,454,7,144,12,143,760
268052,329,3,143,2,47,524
268054,211,15,2,1,58,287
268055,218,73,0,18,89,398
268056,469,24,143,8,30,674
268059,574,7,0,12,240,833
268060,233,2,0,4,8,247
268061,563,19,0,6,175,763
268064,525,7,0,12,189,733
268065,301,34,144,1,47,527
268066,465,12,158,7,20,662
268067,328,0,0,1,8,337
268068,294,7,143,0,39,483
268075,360,21,0,11,176,568
268077,524,3,0,9,113,649
268079,374,2,0,7,64,447
268080,453,23,0,10,110,596
268082,350,4,0,4,129,487
268083,333,6,143,0,1,483
268084,433,3,0,1,109,546
268085,478,15,286,23,155,957
268086,243,0,0,0,9,252
268089,554,4,143,8,114,823
26809,0,0,0,0,0,0
268090,466,2,0,0,41,509
268091,400,27,144,14,88,673
268094,295,0,144,4,82,525
268096,284,1,143,0,177,605
268097,482,21,0,27,258,788
268098,720,20,0,17,112,869
26810,1,0,0,1,1,3
268100,275,61,0,11,65,412
268104,377,1,258,0,11,647
268105,593,16,0,18,74,701
268106,272,22,0,16,35,345
268107,656,24,144,27,232,1083
268108,570,2,0,2,102,676
268109,212,16,0,7,115,350
268111,204,42,0,9,98,353
268113,289,6,0,1,25,321
268114,276,13,144,15,45,493
268115,135,11,0,0,25,171
268117,622,10,143,7,172,954
268122,459,55,0,17,56,587
268123,453,1,0,1,59,514
268125,175,29,0,17,91,312
268126,373,16,143,11,60,603
268127,405,8,12,0,40,465
268128,589,11,0,8,143,751
268129,413,10,0,8,65,496
268130,245,23,0,9,44,321
268131,287,9,143,7,79,525
268132,483,12,430,5,80,1010
268133,531,12,0,31,292,866
268134,210,46,193,39,62,550
268135,210,20,431,8,41,710
268136,598,10,22,9,184,823
268137,195,13,0,14,69,291
268138,420,9,0,28,210,667
268140,145,5,287,0,8,445
268142,378,5,257,1,47,688
268144,441,2,143,1,40,627
268145,285,101,144,30,151,711
268146,165,1,2,9,4,181
268148,485,4,147,20,17,673
268151,242,49,0,4,49,344
268153,243,47,285,21,17,613
268155,261,65,288,12,102,728
268156,480,11,0,19,66,576
268157,556,1,0,18,80,655
268158,186,48,0,25,79,338
268160,214,6,143,1,19,383
268161,344,7,0,4,42,397
268162,256,0,123,1,76,456
268164,404,0,143,11,34,592
268168,526,25,284,22,222,1079
268169,41,1,131,7,29,209
268170,451,11,144,12,165,783
268171,558,29,0,36,279,902
268172,559,1,143,10,47,760
268175,456,1,143,1,26,627
268176,186,2,0,1,10,199
268177,277,15,0,6,47,345
268180,98,0,144,1,18,261
268184,255,0,0,2,11,268
268185,347,69,144,27,121,708
268186,306,1,0,1,10,318
268188,455,10,52,11,77,605
268189,501,15,428,2,125,1071
268192,207,7,244,9,23,490
268194,209,64,0,5,55,333
268195,357,18,0,0,68,443
268197,339,16,143,13,181,692
268198,456,14,139,10,121,740
268199,66,15,0,3,19,103
268200,1301,56,386,60,641,2444
268201,436,6,143,9,136,730
268202,216,3,0,8,81,308
268205,304,7,0,12,90,413
268206,458,32,0,5,73,568
268207,183,5,0,6,19,213
268209,211,55,0,9,79,354
268210,257,6,143,10,3,419
268212,581,15,0,22,223,841
268214,452,7,143,4,109,715
268215,122,1,141,17,15,296
268216,741,16,288,0,99,1144
268217,166,0,82,0,12,260
268218,477,1,170,8,23,679
268219,179,17,0,6,16,218
268221,221,0,141,0,37,399
268222,594,12,0,9,209,824
268224,377,3,282,1,73,736
268225,292,3,145,17,52,509
268227,421,1,84,0,8,514
268229,429,3,144,7,57,640
268231,564,16,0,15,170,765
268233,234,41,143,20,85,523
268234,533,20,286,25,254,1118
268235,203,39,0,1,88,331
268236,426,1,0,9,19,455
268237,534,3,0,15,60,612
268238,293,0,0,0,10,303
268239,444,2,0,4,47,497
268240,504,2,0,4,39,549
268241,417,2,0,6,59,484
268243,471,0,143,0,19,633
268244,395,0,0,1,29,425
268245,150,1,0,0,3,154
268246,440,8,0,16,104,568
268247,459,2,143,4,96,704
268249,559,16,0,20,67,662
268250,267,2,143,0,7,419
268251,357,16,0,7,137,517
268252,167,2,0,0,5,174
268253,447,3,0,2,49,501
268255,616,10,0,17,142,785
268258,322,3,0,6,85,416
268259,257,1,0,1,27,286
268261,170,0,0,0,4,174
268262,351,6,143,8,140,648
268263,1,1,0,1,63,66
268266,390,0,0,1,20,411
268269,129,1,0,0,15,145
26827,14936,175,830,55,3414,19410
268270,57,1,0,0,19,77
268271,602,42,0,6,160,810
268272,422,4,286,17,152,881
268274,235,0,0,0,36,271
268275,452,7,143,23,183,808
268276,348,2,0,0,69,419
268278,240,0,143,1,43,427
268279,222,47,410,9,75,763
268280,103,1,0,3,59,166
268281,131,4,0,1,3,139
268283,565,1,141,4,22,733
268284,228,12,0,0,10,250
268285,204,1,0,4,9,218
268286,0,0,0,0,0,0
268287,603,7,143,16,170,939
268288,162,0,0,0,6,168
268289,399,2,0,0,40,441
268292,639,10,143,9,204,1005
268294,635,5,0,4,210,854
268295,581,30,0,30,176,817
268296,390,1,0,16,7,414
268297,418,9,0,23,181,631
268303,516,16,0,10,59,601
268304,385,13,0,8,127,533
268305,409,4,0,14,64,491
268308,469,4,143,5,83,704
26831,0,0,0,0,0,0
268311,604,50,143,30,391,1218
268315,268,0,0,0,19,287
268317,99,12,0,13,48,172
26832,695,33,8,26,135,897
268321,443,4,0,4,31,482
268322,152,0,0,0,0,152
268323,3697,72,470,95,1238,5572
268325,613,7,0,5,146,771
268326,191,1,0,0,0,192
268327,306,0,141,1,19,467
268330,538,36,0,16,144,734
268332,578,7,123,6,45,759
268333,489,23,0,16,266,794
268335,419,5,0,5,58,487
268336,480,12,287,16,165,960
268337,142,1,143,1,5,292
268338,100,1,143,0,2,246
268341,556,7,137,3,33,736
268342,363,1,0,0,7,371
268343,365,1,0,1,11,378
268344,433,11,0,15,166,625
268347,224,12,147,0,3,386
268350,505,2,141,2,67,717
268351,531,12,0,12,156,711
268352,127,5,65,4,19,220
268355,202,44,183,9,113,551
268359,315,2,0,1,32,350
268362,594,18,0,18,223,853
268364,366,4,286,1,185,842
268367,410,0,0,5,69,484
268369,546,3,0,13,34,596
268371,313,2,0,1,135,451
268372,471,13,0,25,181,690
268374,168,32,109,12,136,457
268376,293,1,0,1,69,364
268377,147,7,0,2,78,234
268378,107,1,0,3,17,128
268379,663,3,0,5,133,804
268380,122,39,143,14,125,443
268385,177,3,143,10,143,476
268386,113,4,0,2,101,220
268387,570,15,0,4,21,610
268388,579,23,0,2,155,759
268391,574,41,0,29,350,994
268392,476,6,0,10,98,590
268393,242,19,0,12,166,439
268394,420,0,0,0,175,595
268395,72,1,0,1,74,148
268396,557,5,0,5,120,687
268397,585,2,0,13,69,669
268399,351,2,0,8,180,541
268400,569,5,0,0,48,622
268402,379,6,0,6,57,448
268403,419,7,0,12,97,535
268405,268,1,0,7,60,336
268407,108,16,0,11,55,190
268409,553,5,0,2,120,680
268410,323,0,0,0,2,325
268411,393,0,0,7,8,408
268412,495,1,0,0,205,701
268413,385,2,0,11,17,415
268415,373,2,0,1,96,472
268418,255,38,0,4,75,372
268419,52,1,0,4,0,57
268424,311,1,0,13,24,349
268425,611,6,144,12,75,848
268426,51,1,0,0,1,53
268427,605,14,0,0,134,753
268428,329,1,0,8,81,419
268430,228,67,0,29,102,426
268431,25,0,0,0,3,28
268434,215,0,0,0,13,228
268436,319,1,0,1,16,337
26844,0,0,0,0,0,0
268440,447,2,0,2,145,596
268442,292,1,189,0,30,512
268443,454,7,0,0,37,498
268445,467,4,0,5,23,499
268446,238,11,0,1,93,343
268448,472,0,0,0,3,475
268450,343,1,0,0,5,349
268452,431,10,0,6,128,575
268453,85,2,0,2,2,91
268454,197,0,143,0,6,346
268455,438,4,0,6,51,499
